"Item Name","Level","Description","Gil","Stock","Rate"
"silver earring","14","[Ear] All Races

LV 14 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","3.23829"
"silver earring +1","14","[Ear] All Races

LV 14 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.22739"
"silver greaves","36","[Feet] All Races

LV 36 WAR PLD DRK BST SAM NIN","6000","2","0.0902196"
"silver greaves +1","36","[Feet] All Races

LV 36 WAR PLD DRK BST SAM NIN","25000","0","0"
"silver hairpin","20","[Head] All Races

LV 20 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","0","0.839228"
"silver hairpin +1","20","[Head] All Races

LV 20 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.294479"
"silver hose","36","[Legs] All Races

LV 36 WAR PLD DRK BST SAM NIN","15000","0","0.180997"
"silver hose +1","36","[Legs] All Races

LV 36 WAR PLD DRK BST SAM NIN","40000","0","0.0149539"
"silver ingot","0","","2000","6","3.68533"
"silver ingot x12","0","","17000","5","4.81306"
"silver leaf","0","","1000","2","0.30921"
"silver leaf x12","0","","30000","1","0.116593"
"silver mail","36","[Body] All Races

LV 36 WAR PLD DRK BST SAM NIN","20000","0","0.229239"
"silver mail +1","36","[Body] All Races

LV 36 WAR PLD DRK BST SAM NIN","40000","0","0.0565299"
"silver mask","36","[Head] All Races

LV 36 WAR PLD DRK BST SAM NIN","15000","0","0.748561"
"silver mask +1","36","[Head] All Races

LV 36 WAR PLD DRK BST SAM NIN","20000","0","0.0210718"
"silver mittens","36","[Hands] All Races

LV 36 WAR PLD DRK BST SAM NIN","20000","1","0.0784912"
"silver mittens +1","36","[Hands] All Races

LV 36 WAR PLD DRK BST SAM NIN","25000","0","0.0129372"
"silver name tag","7","[Neck] All Races

LV 7 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","2","0.582904"
"silver nugget","0","","900","0","0"
"silver nugget x12","0","","10000","1","0"
"silver obi","20","[Waist] All Races

LV 20 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","20000","4","0.515166"
"silver obi +1","20","[Waist] All Races

LV 20 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","0","0.225712"
"silver quiver","0","","3000","1","0.102336"
"silver quiver x12","0","","20000","0","0.0563074"
"silver ring","14","[Finger] All Races

LV 14 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0.289237"
"silver ring +1","14","[Finger] All Races

LV 14 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","0","0.0113631"
"silver shark","0","","10000","2","0.968149"
"silver shark x12","0","","40000","1","0.174175"
"silver sheet","0","","2000","1","0"
"silver sheet x12","0","","1000","0","0"
"simit","0","","832","0","0"
"simit +1","0","","10000","1","0"
"simit +1 x12","0","","55000","0","0"
"simit x12","0","","0","0","0"
"simple bed","0","","1000","1","0.0562452"
"sinfender","69","[Main] All Races
DPS: 1000 
LV 69 PLD DRK","4000","1","0.0329687"
"singer's earring","30","[Ear] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","2","0.0204853"
"singer's mantle","30","[Back] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0.0107966"
"singer's shield","30","[Sub] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100","0","0"
"singing earring","35","[Ear] All Races

LV 35 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","200000","3","0.0921126"
"single hook fishing rod","1","[Ranged] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.156332"
"sinking minnow","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","1.94282"
"sipahi boots","59","[Feet] All Races

LV 59 WAR PLD DRK BST SAM","30000","0","0.066197"
"sipahi dastana","59","[Hands] All Races

LV 59 WAR PLD DRK BST SAM","30000","0","0.149311"
"sipahi jawshan","59","[Body] All Races

LV 59 WAR PLD DRK BST SAM","50000","0","0.101872"
"sipahi turban","59","[Head] All Races

LV 59 WAR PLD DRK BST SAM","50000","2","0.792033"
"sipahi zerehs","59","[Legs] All Races

LV 59 WAR PLD DRK BST SAM","50000","0","0.133033"
"siren flute","23","[Ranged] All Races

LV 23 BRD","10000","2","0.245931"
"sirius axe","75","[Main] All Races
DPS: 896 
LV 75 BST","40000","2","0.138561"
"Sirona's ring","81","[Finger] All Races

LV 81 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","1.31618"
"sis kebabi","0","","4000","0","0.193377"
"sis kebabi +1","0","","3000","0","0.0150037"
"sis kebabi +1 x12","0","","60000","0","0"
"sis kebabi x12","0","","30000","0","0.0828321"
"Sisyphus fragment","0","","180000","1","6.39329"
"sitabaki","8","[Legs] All Races

LV 8 MNK SAM NIN","2000","0","1.28996"
"sitabaki +1","8","[Legs] All Races

LV 8 MNK SAM NIN","5000","0","0.0206959"
"six of batons card","0","","1000","0","0"
"six of coins card","0","","1000","1","0"
"six of cups card","0","","1000","1","0"
"six of swords card","0","","1000","1","0"
"skald breloque","89","[Ear] All Races

LV 89 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.940709"
"skanda boots","70","[Feet] All Races

LV 70 WAR PLD DRK SAM DRG","10000","0","0.184504"
"skeld sword","90","[Main] All Races
DPS: 1375 
LV 90 WAR PLD DRK RUN","10000","1","1.18732"
"skeleton key","0","","4000","7","0.865193"
"skeleton key x12","0","","80000","17","0.375636"
"skeleton robe","1","[Body] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","0","0"
"skirmisher's ring","69","[Finger] All Races

LV 69 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.0216054"
"skulker's cape","50","[Back] All Races

LV 50 WHM BLM RDM SMN BLU SCH GEO","5000","1","0.152264"
"skull locust","0","","100","0","0.195505"
"skull locust x12","0","","1200","0","0.0680425"
"skystrider","69","[Main] All Races
DPS: 1134 
LV 69 DRG","20000","0","0.25844"
"slab of granite","0","","5000","3","3.21938"
"slab of granite x12","0","","12000","2",""
"slab of plumbago","0","","10000","20","5.37803"
"slab of plumbago x12","0","","50000","0",""
"slab of ruszor meat","0","","1000","2","8.02035"
"slab of ruszor meat x12","0","","10000","2","5.25487"
"slab of tufa","0","","10000","2","0.0214734"
"slab of tufa x12","0","","0","",""
"slacks","8","[Legs] All Races

LV 8 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","1000","1","0.996554"
"slacks +1","8","[Legs] All Races

LV 8 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","15000","1","0.0671825"
"slayer's earring","70","[Ear] All Races

LV 70 DRK","3000","0","0.0533278"
"slayer's ring","50","[Finger] All Races

LV 50 DRK","10000","0","0.01996"
"sleep arrow","35","[Ammo] All Races
DPS: 67 
LV 35 WAR RDM THF PLD DRK BST RNG SAM NIN","100","0","0"
"sleep arrow x99","35","[Ammo] All Races
DPS: 67 
LV 35 WAR RDM THF PLD DRK BST RNG SAM NIN","6000","0","0.292902"
"sleep bolt","20","[Ammo] All Races
DPS: 21 
LV 20 WAR THF DRK RNG","10000","0","0"
"sleep bolt quiver","0","","3000","1","0.58752"
"sleep bolt quiver x12","0","","50000","0","1.53581"
"sleep bolt x99","20","[Ammo] All Races
DPS: 21 
LV 20 WAR THF DRK RNG","5000","0","1.02586"
"sleep dagger","30","[Main] All Races
DPS: 328 
LV 30 WAR BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN SCH GEO","5000","0","0.275031"
"sleep quiver","0","","10000","3","0.675795"
"sleep quiver x12","0","","60000","0","0.350444"
"sleepshroom","0","","1000","7","0.806493"
"sleepshroom x12","0","","1000","1","5.51203"
"slice of bluetail","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0"
"slice of bluetail x99","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.0591755"
"slice of buffalo meat","0","","1000","3","5.09863"
"slice of buffalo meat x12","0","","20000","2","6.39795"
"slice of Cerberus meat","0","","5000","2","6.23432"
"slice of Cerberus meat x12","0","","80000","2","0.761573"
"slice of cockatrice meat","0","","1000","5","1.79386"
"slice of cockatrice meat x12","0","","10000","13","5.26714"
"slice of cod","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","0","0","0"
"slice of cod x99","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","2000","0","0.0216758"
"slice of coeurl meat","0","","4000","9","6.15953"
"slice of coeurl meat x12","0","","15000","19","6.32895"
"slice of dhalmel meat","0","","1000","12","0.564317"
"slice of dhalmel meat x12","0","","4000","7","2.1008"
"slice of dragon meat","0","","20000","5","8.33964"
"slice of dragon meat x12","0","","250000","2","2.48154"
"slice of giant sheep meat","0","","1000","5","0.785633"
"slice of giant sheep meat x12","0","","4000","0","2.93912"
"slice of grilled black hare","0","","2000","2","0.13236"
"slice of grilled hare","0","","1000","0","0.820463"
"slice of hare meat","0","","600","1","1.92505"
"slice of hare meat x12","0","","1000","8","6.98074"
"slice of high-quality crab meat","0","","5000","7","1.11649"
"slice of juicy mutton","0","","3000","0","0.268641"
"slice of karakul meat","0","","2000","4","0.180387"
"slice of karakul meat x12","0","","10000","1","0.408712"
"slice of land crab meat","0","","100","1","1.64523"
"slice of land crab meat x12","0","","1000","14","5.78053"
"slice of lynx meat","0","","2000","2","2.78017"
"slice of lynx meat x12","0","","30000","4","0.525442"
"slice of moat carp","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100","0","0"
"slice of moat carp x99","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.019305"
"slice of roast mutton","0","","1000","0","0.595299"
"slice of salted hare","0","","100","6","0.0555255"
"slice of sardine","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","200","0","0"
"slice of sardine x99","1","[Ammo] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","0","0.0581409"
"slice of ziz meat","0","","1000","0","1.34682"
"slice of ziz meat x12","0","","80000","0","0.134334"
"slither gloves","76","[Hands] All Races

LV 76 MNK THF RNG SAM NIN COR PUP DNC RUN","10000","1","0.962791"
"slops","1","[Legs] All Races

LV 1 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","1000","1","0.925406"
"slops +1","1","[Legs] All Races

LV 1 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","3500","0","0.0124795"
"Sloth wand","52","[Main] All Races
DPS: 430 
LV 52 WHM BLM RDM SMN BLU SCH GEO","7500","1","0"
"slug eye","0","","30000","8","0.117879"
"slug eye x12","0","","200000","1","0"
"sly gauntlets","50","[Hands] All Races

LV 50 BLM RDM BRD BLU PUP","20000","0","0.0325269"
"small sword","19","[Main] All Races
DPS: 345 
LV 19 WAR BLM RDM THF PLD DRK BST BRD RNG NIN DRG COR DNC RUN","10000","1","0.907411"
"smart grenade","54","[Ammo] All Races
DPS: 840 
LV 54 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","3","0.063657"
"smash cesti","12","[Main] All Races
DPS: 104 
LV 12 WAR MNK RDM THF PLD DRK BST RNG DNC","15000","0","0"
"smilodon hide","0","","1000","2","4.53225"
"smilodon hide x12","0","","25000","13",""
"smilodon liver","0","","100","0","0.150122"
"smilodon liver x12","0","","3000","1","0.116175"
"smilodon mantle","64","[Back] All Races

LV 64 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","2000","0","0.0335203"
"smilodon mantle +1","64","[Back] All Races

LV 64 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","30000","0","0.299228"
"smilodon mask","98","[Head] All Races

LV 98 WAR MNK THF BST NIN DNC RUN","12500","0","0.411165"
"smilodon ring","32","[Finger] All Races

LV 32 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","0"
"smilodon ring +1","32","[Finger] All Races

LV 32 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","15000","0","0.126357"
"smiting scythe","54","[Main] All Races
DPS: 920 
LV 54 DRK","20000","0","0.0311554"
"smiting scythe +1","54","[Main] All Races
DPS: 959 
LV 54 DRK","200000","0","0"
"smoke screen","0","","1000","2","0.296402"
"smoke screen x12","0","","0","0","0"
"smoked salmon","0","","1000","1","0.00757525"
"smoked salmon x12","0","","15000","0","0.344544"
"smoldering arm","0","","5000","7","5.14322"
"smooth beetle jaw","0","","60000","0","0"
"smooth beetle jaw x12","0","","11","0","0"
"smooth whisker","0","","5000","1","3.66518"
"snakeeye","75","[Ranged] All Races
DPS: 633 
LV 75 WAR THF RNG","40000","0","0.521383"
"snakeeye +1","75","[Ranged] All Races
DPS: 671 
LV 75 WAR THF RNG","200000","0","0.0190415"
"snapping mole","0","","100","1","0.282096"
"snapping mole x12","0","","1000","0",""
"sniper's mantle","50","[Back] All Races

LV 50 WAR THF RNG SAM NIN","10000","0","0.0184228"
"sniper's ring","40","[Finger] All Races

LV 40 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","1","1.58656"
"sniper's ring +1","40","[Finger] All Races

LV 40 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","200000","0","0.152631"
"snoll arm","5","[Ammo] All Races
DPS: 140 
LV 5 WAR THF DRK NIN RUN","3000","1","0.99219"
"snoll arm x12","5","[Ammo] All Races
DPS: 140 
LV 5 WAR THF DRK NIN RUN","10000","6","1.11079"
"snow earring","76","[Ear] All Races

LV 76 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","1","0"
"snow gem","0","","50000","1","1.39076"
"snow gem x12","0","","1200000","0","0"
"snow geode","0","","300","1","7.64986"
"snow geode x99","0","","50000","5","0.610046"
"snow god core","0","","60000","4","6.96738"
"snow lily","0","","20000","8","2.46268"
"snow lily x12","0","","20000","0",""
"snow pearl","86","[Ear] All Races

LV 86 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","60000","0","0.150476"
"snow ring","74","[Finger] All Races

LV 74 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","1.04109"
"soarer earring","40","[Ear] All Races

LV 40 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","500","0","0"
"sobbing fungus","0","","200","0","0.553076"
"sobbing fungus x12","0","","3000","0","0.0592568"
"socks","36","[Feet] All Races

LV 36 MNK WHM RDM THF PLD BST BRD DRG SMN BLU COR PUP DNC GEO RUN","5000","0","0.0220698"
"socks +1","36","[Feet] All Races

LV 36 MNK WHM RDM THF PLD BST BRD DRG SMN BLU COR PUP DNC GEO RUN","15000","0","0"
"soft-boiled egg","0","","1000","0","0.00852365"
"soft-boiled egg x12","0","","9000","0","0"
"soil gem","0","","70000","0","0.3036"
"soil gem x12","0","","100000","0","0"
"soil geode","0","","1000","6","7.94775"
"soil geode x99","0","","240000","1","0.168605"
"soil gi","29","[Body] All Races

LV 29 MNK SAM NIN","10000","0","0.233272"
"soil gi +1","29","[Body] All Races

LV 29 MNK SAM NIN","10000","0","0.0129826"
"soil hachimaki","29","[Head] All Races

LV 29 MNK SAM NIN","3000","0","0.211863"
"soil hachimaki +1","29","[Head] All Races

LV 29 MNK SAM NIN","2000","0","0.0168327"
"soil kyahan","29","[Feet] All Races

LV 29 MNK SAM NIN","3000","0","0.274529"
"soil kyahan +1","29","[Feet] All Races

LV 29 MNK SAM NIN","5000","0","0.0168713"
"soil pearl","86","[Ear] All Races

LV 86 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","94000","2","0.189384"
"soil ring","74","[Finger] All Races

LV 74 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","35000","0","0.299524"
"soil sitabaki","29","[Legs] All Races

LV 29 MNK SAM NIN","10000","0","0.233279"
"soil sitabaki +1","29","[Legs] All Races

LV 29 MNK SAM NIN","10000","0","0.0195111"
"soil tekko","29","[Hands] All Races

LV 29 MNK SAM NIN","5000","0","0.113555"
"soil tekko +1","29","[Hands] All Races

LV 29 MNK SAM NIN","10000","0","0.011352"
"solace earring","31","[Ear] All Races

LV 31 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","0","","0"
"solace ring","36","[Finger] All Races

LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.20767"
"solace ring +1","36","[Finger] All Races

LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","0","0.0198887"
"soldier's earring","70","[Ear] All Races

LV 70 WAR","2500","0","0.0818354"
"soldier's ring","50","[Finger] All Races

LV 50 WAR","10000","2","0.0241799"
"solea","8","[Feet] All Races

LV 8 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","1000","3","1.48458"
"solea +1","8","[Feet] All Races

LV 8 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","10000","0","0.0544496"
"solemn ring","83","[Finger] All Races

LV 83 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","1.3757"
"solid club","16","[Main] All Races
DPS: 233 
LV 16 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","0","0.0492837"
"solid cuisses","10","[Legs] All Races

LV 10 WAR RDM PLD DRK BST RNG SAM DRG BLU RUN","20000","0","0.14491"
"solid finger gauntlets","10","[Hands] All Races

LV 10 WAR RDM PLD DRK BST RNG SAM DRG BLU RUN","9500","0","0.0169703"
"solid greaves","10","[Feet] All Races

LV 10 WAR RDM PLD DRK BST RNG SAM DRG BLU RUN","5000","1","0.0493595"
"solid mail","10","[Body] All Races

LV 10 WAR RDM PLD DRK BST RNG SAM DRG BLU RUN","20000","0","0.17937"
"solid wand","32","[Main] All Races
DPS: 314 
LV 32 WHM BLM RDM SMN BLU SCH GEO","10000","1","1.05271"
"sollerets","46","[Feet] All Races

LV 46 WAR PLD DRK BST SAM NIN","15000","1","0.0193266"
"sollerets +1","46","[Feet] All Races

LV 46 WAR PLD DRK BST SAM NIN","50000","0","0"
"solon torque","33","[Neck] All Races

LV 33 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","40000","0","0"
"somnus signa","72","[Main] All Races
DPS: 925 
LV 72 BLM","5000","0","0.120688"
"song belt","30","[Waist] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0.0158598"
"sonic belt","65","[Waist] All Races

LV 65 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","300000","4","0"
"sonic belt +1","65","[Waist] All Races

LV 65 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","2000000","0","0"
"sonic knuckles","22","[Main] All Races
DPS: 166 
LV 22 MNK","10000","0","0.223337"
"sorcerer's earring","70","[Ear] All Races

LV 70 BLM","5000","2","0.118797"
"sorcerer's ring","50","[Finger] All Races

LV 50 BLM","20000","6","0.227451"
"sorrowful harp","70","[Ranged] All Races

LV 70 BRD","90000","0","0.11846"
"sortilege scythe","94","[Main] All Races
DPS: 1557 
LV 94 DRK","50000","2","0.174764"
"soryu","0","","7","0","0"
"soshi","0","","0","0","0"
"soshi x99","0","","20000","0","0.76061"
"soulflayer robe","0","","2000","1","2.63051"
"soulflayer robe x12","0","","30000","0",""
"soulflayer staff","0","","1000","1","1.71509"
"soulflayer staff x12","0","","10000","0",""
